File Path: F:\SE142\2024\Tensile Test\Test Run 29 11-13-2024 4 25 28 PM\DAQ- Crosshead, … - (Timed).txt   
Test: MTS EM Tension (Extensometer-Crosshead) 20 - SE142-2024
Test Run: Test Run 29
Date: 11/13/2024 3:12:39 PM


Crosshead 	Load 	Time 	Extensometer 
in	lbf	sec	in
0.00119820649024763	39.3859224100522	0.129999995231628	0.000398346755686161
0.00219710273086093	62.6408838290194	0.230000004172325	0.000493950117413803
0.00319365412226006	79.3891020655764	0.330000013113022	0.000558197073795189
0.00419255029125961	94.7083276889347	0.430000007152557	0.000621693267365075
0.00519144674671417	107.555972178097	0.529999971389771	0.000675775474634051
0.00619268783654165	117.661809255878	0.629999995231628	0.000718637166992122
0.00719392892636917	125.456082404934	0.730000019073486	0.000758375998290335
0.0081928250953687	132.127984830866	0.829999983310699	0.000786570620500323
0.00919406618519622	137.786573020475	0.930000007152557	0.00081250969584991
0.0101929623541957	143.194556318923	1.02999997138977	0.000835824485109224
0.0111942028711132	148.559002094394	1.12999999523163	0.000865099615670417
0.0121907546921948	154.047652615528	1.23000001907349	0.000889055562887606
0.0131919952091123	159.592903288657	1.33000004291534	0.000913119575262665
0.0141932368718498	165.210451222601	1.42999994754791	0.00093927599836185
0.0151944773887673	170.566760297433	1.52999997138977	0.000966215159814606
0.0161933735577668	175.592181453391	1.62999999523163	0.000988197431915189
0.0171922697267664	180.729019150973	1.73000001907349	0.0010128632146823
0.0181935113895039	185.858461095361	1.83000004291534	0.00103081456329637
0.0191900620647655	191.231510093935	1.92999994754791	0.00105682732920093
0.0201913025816829	196.409127343452	2.02999997138977	0.00108006477560371
0.0211901987506825	201.730310020925	2.13000011444092	0.00110004451224401
0.022193785907158	207.343316221461	2.23000001907349	0.00112078199403702
0.0231903377282396	212.74769083143	2.32999992370605	0.00114479687937543
0.0241892338972392	218.064496430483	2.4300000667572	0.001165801623706
0.0251881300662387	223.650677589285	2.52999997138977	0.00118453220159959
0.0261893705831562	229.313793791053	2.63000011444092	0.00120839576707148
0.0271882667521557	234.947079997564	2.73000001907349	0.00122948100526385
0.0281871629211553	240.520102478605	2.82999992370605	0.00125277123100483
0.0291884034380728	246.114338010551	2.9300000667572	0.00127538914680408
0.0301896462466304	252.016944891816	3.02999997138977	0.00129892343222567
0.0311861957760719	257.915353070895	3.13000011444092	0.00131807696096247
0.0321850919450714	263.743508455256	3.23000001907349	0.00134556303667015
0.033186334753629	270.019058883484	3.32999992370605	0.00136580996423424
0.0341875752705465	276.448644052633	3.4300000667572	0.00139762279985465
0.035186471439546	282.988740160974	3.52999997138977	0.00141803773329043
0.0361853676085456	289.777849495593	3.63000011444092	0.00144525282254523
0.037186608125463	297.019924701161	3.73000001907349	0.00147239085539853
0.0381855042944626	304.020643137373	3.82999992370605	0.00150305171213919
0.0391844027551023	310.860219225701	3.9300000667572	0.00152806668358078
0.0401832966324618	317.853939824938	4.03000020980835	0.00155738549853316
0.041186883788937	324.903643119969	4.13000011444092	0.00158084086559559
0.0421857776662965	332.02634345951	4.23000001907349	0.00160716536618021
0.0431870181832142	339.424539035841	4.32999992370605	0.00163967228232421
