File Path: F:\SE142\2024\Tensile Test\Test Run 30 11-13-2024 4 25 32 PM\DAQ- Crosshead, … - (Timed).txt   
Test: MTS EM Tension (Extensometer-Crosshead) 20 - SE142-2024
Test Run: Test Run 30
Date: 11/13/2024 3:19:35 PM


Crosshead 	Load 	Time 	Extensometer 
in	lbf	sec	in
0.00109972375423068	37.896937066051	0.119999997317791	-0.00014056831429388
0.0021033096216586	58.2413780266326	0.219999998807907	-6.67104427341791E-05
0.00310455056825858	73.714720718405	0.319999992847443	-1.11870310040934E-05
0.00410344702371315	86.0967483450709	0.419999986886978	3.04625672018971E-05
0.00509999827188476	95.4334819756703	0.519999980926514	6.73753317004606E-05
0.00610123936171224	103.025593103049	0.620000004768372	9.45173122620579E-05
0.00710013553071181	110.213119483343	0.720000028610229	0.000118136522646601
0.00809903169971134	117.460669467249	0.819999992847443	0.000144574960717092
0.00909792786871091	124.435482185409	0.920000016689301	0.000166877041948734
0.0100991689585384	131.504079640269	1.01999998092651	0.000188483073278495
0.0111027549691938	138.905431103863	1.12000000476837	0.000216986135935767
0.0121016511381934	146.194350653409	1.22000002861023	0.000246506901680195
0.0131005473071929	153.421702958834	1.32000005245209	0.000269976090197543
0.0140994434761925	160.561870448313	1.41999995708466	0.000300573282309085
0.015098339645192	167.548922520553	1.51999998092651	0.000319956691202792
0.0160972358141916	174.2518761329	1.62000000476837	0.000347261476687038
0.0170961319831911	180.916382805638	1.72000002861023	0.000365082917947645
0.0180997179938466	187.547656613374	1.82000005245209	0.000397672512172996
0.0190962698149282	194.305673597831	1.91999995708466	0.000420209611848539
0.0200975103318457	200.757720451541	2.01999998092651	0.000442785920055516
0.0210964065008452	206.860602682749	2.11999988555908	0.00046468723280489
0.0220953026698448	212.477944797958	2.22000002861023	0.000488174861864421
0.0230941988388443	217.945052958212	2.3199999332428	0.0005063513641275
0.0240954393557617	223.32696588362	2.42000007629395	0.00052179175542024
0.0250943355247613	228.715410123538	2.51999998092651	0.000544031514780685
0.0260932316937609	234.179403560276	2.61999988555908	0.000562941843201957
0.0270944745023185	239.709149222069	2.72000002861023	0.000584717223161327
0.028093370671318	245.328961162094	2.8199999332428	0.000608009740542512
0.0290946111882355	251.216749094471	2.92000007629395	0.000627592164064268
0.0300911630093171	257.140925779114	3.01999998092651	0.000648109147102409
0.0310924035262346	263.213840802575	3.11999988555908	0.000673242352855225
0.0320912996952341	269.229099137871	3.22000002861023	0.000696615578939472
0.0330925402121516	275.556735427182	3.3199999332428	0.000715596733365473
0.0340914363811511	281.68305355163	3.42000007629395	0.000738799518710331
0.0350926768980686	287.90868607611	3.51999998092651	0.000760032854150197
0.0360915753587083	294.199576860685	3.61999988555908	0.00078742733586389
0.0370928158756257	300.743460033739	3.72000002861023	0.000805606774290965
0.0380917120446253	307.166431560884	3.8199999332428	0.000832192163788858
0.0390929525615428	313.433996222214	3.92000007629395	0.000854966842100083
0.0400918510221827	319.815831444951	4.01999998092651	0.000876937369544673
0.0410883982599839	326.140202077009	4.11999988555908	0.000899721286030429
0.0420896433601815	332.709579330647	4.21999979019165	0.000922010494689421
0.0430908838770992	339.27066894991	4.32000017166138	0.000946174837936697
0.0440921243940165	345.93634192881	4.42000007629395	0.000971321149006866
0.0450933649109339	352.649819739115	4.51999998092651	0.000994749804138295
0.0460899167320158	359.362199849505	4.61999988555908	0.0010190121866176
0.0470911572489331	366.378286084561	4.71999979019165	0.00103946314177267
0.0480877090700146	373.30348276645	4.82000017166138	0.00106580067606089
0.049086602947374	380.317730354147	4.92000007629395	0.0010920509131805
0.0500878434642913	387.129863944536	5.01999998092651	0.00111420677702573
0.0510890885644894	394.4185365116	5.11999988555908	0.00113640410523572
0.0520903290814067	401.742527573511	5.21999979019165	0.00116803181929675
